s_m,x_m,y_m,psi_rad,kappa_radpm,vx_mps,ax_mps2
20.1914997,18.8239949,4.8694775,6.0252789,-0.078296,8.0,0.0
20.291457649999998,18.9204406,4.84322385,6.0173938,-0.07888715,8.0,0.0
20.3914156,19.0168863,4.8169702,6.0095087,-0.0794783,8.0,0.0
20.4913735,19.1129043,4.7891870999999995,6.001504349999999,-0.0800786,8.0,0.0
20.5913314,19.2089223,4.761404,5.9935,-0.0806789,8.0,0.0
20.691289349999998,19.30448155,4.732075249999999,5.98537445,-0.0812904,8.0,0.0
20.7912473,19.4000408,4.7027465,5.9772489,-0.0819019,8.0,0.0
20.8912052,19.49510015,4.67185935,5.9690005500000005,-0.0825239,8.0,0.0
20.9911631,19.5901595,4.6409722,5.9607522,-0.0831459,8.0,0.0
21.091121,19.684702199999997,4.60850585,5.95237745,-0.0837807,8.0,0.0
21.1910789,19.7792449,4.5760395,5.9440027,-0.0844155,8.0,0.0
21.29103685,19.8732197,4.54198465,5.93550035,-0.0850628,8.0,0.0
21.3909948,19.9671945,4.5079298,5.926998,-0.0857101,8.0,0.0
21.4909527,20.0605735,4.4722691999999995,5.91836495,-0.08636895,8.0,0.0
21.5909106,20.1539525,4.4366086,5.9097319,-0.0870278,8.0,0.0
21.6908685,20.2466985,4.39932815,5.900965599999999,-0.08770069999999999,8.0,0.0
21.7908264,20.3394445,4.3620477,5.8921993,-0.0883736,8.0,0.0
21.89078435,20.43151155,4.32313705,5.88329775,-0.08905945,8.0,0.0
21.9907423,20.5235786,4.2842264,5.8743962,-0.0897453,8.0,0.0
22.0907002,20.614941,4.243666599999999,5.86535505,-0.0904485,8.0,0.0
22.1906581,20.7063034,4.2031068,5.8563139,-0.0911517,8.0,0.0
22.29061605,20.7969061,4.16089135,5.8471311,-0.09187035,8.0,0.0
22.390574,20.8875088,4.1186759,5.8379483,-0.092589,8.0,0.0
22.4905319,20.97731575,4.07479015,5.8286203,-0.09332275000000001,8.0,0.0
22.5904898,21.0671227,4.0309044,5.8192923,-0.0940565,8.0,0.0
22.6904477,21.1560898,3.9853372,5.8098156,-0.0948085,8.0,0.0
22.7904056,21.2450569,3.93977,5.8003389,-0.0955605,8.0,0.0
22.89036355,21.3331332,3.8925137000000003,5.7907107,-0.09632840000000001,8.0,0.0
22.9903215,21.4212095,3.8452574,5.7810825,-0.0970963,8.0,0.0
23.0902794,21.50835735,3.7962973499999997,5.7712977500000004,-0.0978896,8.0,0.0
23.1902373,21.5955052,3.7473373,5.761513,-0.0986829,8.0,0.0
23.29019525,21.68166675,3.69666955,5.751568,-0.09949569999999999,8.0,0.0
23.3901532,21.7678283,3.6460018,5.741623,-0.1003085,8.0,0.0
23.4901111,21.8529572,3.5936161,5.731514499999999,-0.1011244,8.0,0.0
23.590069,21.9380861,3.5412304,5.721406,-0.1019403,8.0,0.0
23.6900269,22.02213045,3.4871203499999996,5.711134100000001,-0.10276489999999999,8.0,0.0
23.7899848,22.1061748,3.4330103,5.7008622,-0.1035895,8.0,0.0
23.88994275,22.1890785,3.37717285,5.690423750000001,-0.10442560000000001,8.0,0.0
23.9899007,22.2719822,3.3213354,5.6799853,-0.1052617,8.0,0.0
24.0898586,22.353694150000003,3.2637669000000002,5.66940605,-0.1058417,8.0,0.0
24.1898165,22.4354061,3.2061984,5.6588268,-0.1064217,8.0,0.0
24.28977445,22.51587575,3.1469038,5.64812955,-0.10702044999999999,8.0,0.0
24.3897324,22.5963454,3.0876092,5.6374323,-0.1076192,8.0,0.0
24.4896903,22.675519100000002,3.02659995,5.62664565,-0.1076429,8.0,0.0
24.5896482,22.7546928,2.9655907,5.615859,-0.1076666,8.0,0.0
24.6896061,22.8325363,2.9028915,5.60514435,-0.10719755,8.0,0.0
24.789564,22.9103798,2.8401923,5.5944297,-0.1067285,8.0,0.0
24.88952195,22.986873950000003,2.7758412999999997,5.5838058,-0.10626225,8.0,0.0
24.9894799,23.0633681,2.7114903,5.5731819,-0.105796,8.0,0.0
25.0894378,23.13847665,2.6455463,5.56269845,-0.10488905,8.0,0.0
