s_m;x_m;y_m;psi_rad;kappa_radpm;vx_mps;ax_mps2
0.0;-0.2725812;0.6176912;-1.1529248;-0.0020961;13.021179;-5.2803617
0.0999851;-0.1811952;0.658257;-1.1531396;-0.0022019;12.9805697;-5.2608902
0.1999701;-0.0897999;0.6988028;-1.1533651;-0.0023078;12.9399833;-5.2416639
0.2999552;0.0016044;0.7393273;-1.1536011;-0.0024135;12.8994183;-5.2226645
0.3999403;0.0930187;0.7798299;-1.1538477;-0.0025192;12.858873;-5.203885
0.4999254;0.184443;0.8203094;-1.1541049;-0.002625;12.818346;-5.18533
0.5999104;0.2758782;0.8607649;-1.1543726;-0.0027307;12.7778356;-5.1669983
0.6998955;0.3673241;0.9011954;-1.1546509;-0.0028365;12.7373402;-5.1488887
0.7998806;0.4587818;0.9416001;-1.1549398;-0.0029423;12.6968584;-5.1309979
0.8998657;0.5502511;0.9819778;-1.1552393;-0.003048;12.6563883;-5.1133269
0.9998507;0.6417329;1.0223277;-1.1555494;-0.0031538;12.6159286;-5.0958722
1.0998358;0.7332272;1.0626486;-1.15587;-0.0032596;12.5754774;-5.0786351
1.1998209;0.824735;1.1029398;-1.1562012;-0.0033654;12.5350331;-5.0616117
1.299806;0.9162559;1.1432001;-1.156543;-0.0034712;12.4945942;-5.0448037
1.399791;1.0077912;1.1834288;-1.1568953;-0.003577;12.4541589;-5.0282068
1.4997761;1.0993405;1.2236246;-1.1572582;-0.0036828;12.4137256;-5.0118231
1.5997612;1.1909049;1.2637868;-1.1576318;-0.0037886;12.3732925;-4.9956479
1.6997463;1.2824843;1.3039142;-1.1580159;-0.0038944;12.332858;-4.9796839
1.7997313;1.3740795;1.3440061;-1.1584105;-0.0040003;12.2924204;-4.9639266
1.8997164;1.4656905;1.3840612;-1.1588158;-0.0041061;12.2519779;-4.9483785
1.9997015;1.5573182;1.4240788;-1.1592316;-0.004212;12.2115287;-4.9330331
2.0996866;1.6489625;1.4640577;-1.1596581;-0.0043179;12.1710712;-4.917895
2.1996716;1.7406243;1.5039971;-1.1600951;-0.0044238;12.1306036;-4.9029624
2.2996567;1.8323035;1.5438959;-1.1605427;-0.0045297;12.0901239;-4.8882353
2.3996418;1.924001;1.5837533;-1.1610009;-0.0046356;12.0496305;-4.8736967
2.4996269;2.0157167;1.623568;-1.1614697;-0.0047416;12.0091216;-4.8593621
2.5996119;2.1074516;1.6633394;-1.1619491;-0.0048476;11.9685953;-4.8452525
2.699597;2.1992054;1.7030662;-1.1624391;-0.0049535;11.9280496;-4.8313444
2.7995821;2.2909792;1.7427477;-1.1629396;-0.0050593;11.8874826;-4.8152455
2.8995672;2.3827728;1.7823826;-1.1634516;-0.0051822;11.8469126;-4.7993763
2.9995522;2.4745871;1.82197;-1.1639759;-0.0053051;11.8063375;-4.7837229
3.0995373;2.5664222;1.8615086;-1.1645125;-0.0054282;11.7657556;-4.7682998
3.1995224;2.658279;1.9009975;-1.1650614;-0.0055512;11.7251647;-4.7531098
3.2995075;2.7501575;1.9404353;-1.1656226;-0.0056742;11.6845628;-4.7381477
3.3994925;2.8420585;1.979821;-1.166196;-0.0057972;11.6439477;-4.7234143
3.4994776;2.9339821;2.0191534;-1.1667818;-0.0059201;11.6033175;-4.7089067
3.5994627;3.0259293;2.0584315;-1.1673799;-0.0060431;11.5626699;-4.6946251
3.6994478;3.1178999;2.0976539;-1.1679903;-0.0061661;11.5220029;-4.6805674
3.7994328;3.2098949;2.1368197;-1.1686129;-0.0062891;11.4813143;-4.6667338
3.8994179;3.3019143;2.1759275;-1.1692479;-0.006412;11.4406018;-4.6531221
3.999403;3.3939589;2.2149764;-1.1698951;-0.006535;11.3998633;-4.6397314
4.0993881;3.4860289;2.2539651;-1.1705547;-0.006658;11.3590966;-4.626561
4.1993731;3.578125;2.2928926;-1.1712265;-0.006781;11.3182995;-4.6136117
4.2993582;3.6702472;2.3317575;-1.1719107;-0.0069039;11.2774695;-4.6008809
4.3993433;3.7623965;2.370559;-1.1726071;-0.0070269;11.2366044;-4.5838907
4.4993283;3.8545727;2.4092955;-1.1733176;-0.0071856;11.1957419;-4.567176
4.5993134;3.9467771;2.4479659;-1.174044;-0.0073442;11.1548796;-4.5355344
4.6992985;4.0390094;2.4865681;-1.1747924;-0.0076259;11.1141517;-4.5043548
4.7992836;4.1312719;2.5251004;-1.175569;-0.0079078;11.0735555;-4.4725766
4.8992686;4.2235638;2.5635593;-1.1763742;-0.0081986;11.0330979;-4.4412882
4.9992537;4.3158884;2.601943;-1.1772084;-0.0084894;10.992776;-4.391174
5.0992388;4.4082446;2.6402476;-1.1780798;-0.0089409;10.9527631;-4.3417336
5.1992239;4.500636;2.6784701;-1.1789964;-0.0093931;10.9130565;-4.2879811
5.2992089;4.5930623;2.7166053;-1.1799603;-0.0098878;10.8736992;-4.2349926
5.399194;4.6855271;2.7546495;-1.1809736;-0.0103826;10.8346879;-4.1858149
5.4991791;4.7780305;2.7925973;-1.1820352;-0.0108513;10.7959911;-4.137364
5.5991642;4.8705759;2.8304452;-1.1831436;-0.01132;10.7576055;-4.0928014
5.6991492;4.9631632;2.8681879;-1.1842974;-0.0117609;10.719498;-4.0489019
5.7991343;5.0557957;2.9058221;-1.1854954;-0.0122016;10.6816655;-4.0058149
5.8991194;5.1484731;2.9433429;-1.1867373;-0.0126409;10.6441033;-3.9633536
5.9991045;5.2411988;2.9807469;-1.1880232;-0.0130801;10.6068083;-3.9214772
6.0990895;5.3339724;3.0180292;-1.189353;-0.0135196;10.5697778;-3.8802056
6.1990746;5.4267972;3.0551865;-1.1907267;-0.0139591;10.533009;-3.8395416
6.2990597;5.519673;3.0922138;-1.1921444;-0.0143986;10.4964987;-3.7994628
6.3990448;5.6126027;3.1291077;-1.193606;-0.014838;10.4602441;-3.7599614
6.4990298;5.7055863;3.1658634;-1.1951115;-0.0152774;10.4242422;-3.721026
6.5990149;5.7986268;3.2024773;-1.196661;-0.0157169;10.3884903;-3.6826524
6.699;5.8917238;3.2389447;-1.1982544;-0.0161563;10.3529856;-3.6448263
6.7989851;5.9848804;3.2752619;-1.1998918;-0.0165958;10.3177253;-3.6075435
6.8989701;6.0780964;3.3114242;-1.2015731;-0.0170353;10.2827065;-3.5707905
6.9989552;6.1713746;3.3474279;-1.2032984;-0.0174748;10.2479267;-3.5345637
7.0989403;6.2647148;3.3832684;-1.2050675;-0.0179143;10.2133831;-3.4988495
7.1989254;6.3581199;3.4189418;-1.2068807;-0.0183538;10.1790731;-3.4636451
7.2989104;6.4515894;3.4544436;-1.2087377;-0.0187934;10.144994;-3.4289367
7.3988955;6.5451263;3.4897699;-1.2106388;-0.019233;10.1111433;-3.3947218
7.4988806;6.6387302;3.524916;-1.2125838;-0.0196726;10.0775183;-3.3609869
7.5988657;6.7324037;3.5598782;-1.2145727;-0.0201123;10.0441166;-3.3277301
7.6988507;6.8261467;3.5946516;-1.2166056;-0.020552;10.0109356;-3.2949378
7.7988358;6.9199616;3.6292327;-1.2186825;-0.0209918;9.9779729;-3.2626087
7.8988209;7.0138482;3.6636165;-1.2208034;-0.0214316;9.9452259;-3.2307289
7.998806;7.1078089;3.6977992;-1.2229682;-0.0218716;9.9126923;-3.199298
8.098791;7.2018436;3.7317762;-1.225177;-0.0223115;9.8803697;-3.1683018
8.1987761;7.2959544;3.7655436;-1.2274299;-0.0227516;9.8482556;-3.1377402
8.2987612;7.3901411;3.7990965;-1.2297267;-0.0231918;9.8163478;-3.1075993
8.3987463;7.484406;3.8324312;-1.2320675;-0.023632;9.784644;-3.0778798
8.4987313;7.5787489;3.8655429;-1.2344524;-0.0240724;9.7531417;-3.0485672
8.5987164;7.6731717;3.8984275;-1.2368813;-0.0245128;9.7218389;-3.0196627
8.6987015;7.7676743;3.9310805;-1.2393542;-0.0249534;9.6907331;-2.9911519
8.7986866;7.8622585;3.9634977;-1.2418712;-0.0253941;9.6598223;-2.9630362
8.8986716;7.9569244;3.9956746;-1.2444323;-0.0258349;9.6291043;-2.9353015
8.9986567;8.0516734;4.0276069;-1.2470374;-0.0262759;9.5985768;-2.9079497
9.0986418;8.1465056;4.0592901;-1.2496867;-0.026717;9.5682377;-2.8809663
9.1986268;8.2414225;4.09072;-1.25238;-0.0271583;9.538085;-2.8543537
9.2986119;8.336424;4.1218919;-1.2551175;-0.0275997;9.5081165;-2.8280975
9.398597;8.4315115;4.1528016;-1.2578992;-0.0280414;9.4783303;-2.8022003
9.4985821;8.526685;4.1834445;-1.260725;-0.0284832;9.4487242;-2.7766477
9.5985671;8.6219456;4.2138163;-1.263595;-0.0289253;9.4192963;-2.7514426
9.6985522;8.7172934;4.2439124;-1.2665092;-0.0293675;9.3900445;-2.7265706
9.7985373;8.8127294;4.2737285;-1.2694676;-0.02981;9.360967;-2.7020358
9.8985224;8.9082537;4.30326;-1.2724703;-0.0302527;9.3320617;-2.677823
9.9985074;9.003867;4.3325024;-1.2755173;-0.0306957;9.3033269;-2.6539341
10.0984925;9.0995695;4.3614511;-1.2786085;-0.031139;9.2747606;-2.6303564
10.1984776;9.1953618;4.3901019;-1.2817441;-0.0315825;9.246361;-2.6070987
10.2984627;9.2912439;4.4184499;-1.2849241;-0.0320263;9.2181261;-2.5841418
10.3984477;9.3872164;4.4464908;-1.2881484;-0.0324704;9.1900543;-2.5614767
10.4984328;9.4832794;4.47422;-1.2914172;-0.0329149;9.1621438;-2.5391016
10.5984179;9.5794332;4.5016328;-1.2947305;-0.0333599;9.134393;-2.5170509
10.698403;9.6756778;4.5287248;-1.2980882;-0.0338048;9.1067996;-2.4952815
10.798388;9.7720134;4.5554914;-1.3014904;-0.0342501;9.0793622;-2.4737458
10.8983731;9.8684403;4.5819278;-1.3049372;-0.0346963;9.0520795;-2.4524792
10.9983582;9.9649581;4.6080296;-1.3084287;-0.0351431;9.0249499;-2.4315125
11.0983433;10.0615672;4.6337922;-1.3119648;-0.0355899;8.9979714;-2.4108075
11.1983283;10.1582671;4.6592107;-1.3155456;-0.0360371;8.9711427;-2.3911751
11.2983134;10.2550583;4.6842807;-1.3191707;-0.0364748;8.9444529;-2.3718146
11.3982985;10.35194;4.7089975;-1.3228395;-0.0369127;8.9179002;-2.3528418
11.4982836;10.4489125;4.7333566;-1.326552;-0.0373494;8.8914817;-2.3341112
11.5982686;10.545975;4.7573534;-1.3303083;-0.0377866;8.8651957;-2.3155945
11.6982537;10.6431278;4.7809833;-1.3341083;-0.0382246;8.8390409;-2.2973071
11.7982388;10.7403698;4.8042417;-1.3379521;-0.0386633;8.813016;-2.2792836
11.8982239;10.8377014;4.8271241;-1.3418398;-0.0391021;8.7871191;-2.2614838
11.9982089;10.9351213;4.8496257;-1.3457713;-0.0395416;8.7613488;-2.2439254
12.098194;11.0326299;4.871742;-1.3497469;-0.0399815;8.7357035;-2.2265822
12.1981791;11.1302256;4.8934683;-1.3537665;-0.040422;8.7101817;-2.2094769
12.2981642;11.2279088;4.9148001;-1.3578301;-0.0408629;8.6847819;-2.1925797
12.3981492;11.3256778;4.9357325;-1.3619379;-0.0413046;8.6595026;-2.1759146
12.4981343;11.423533;4.956261;-1.3660898;-0.0417466;8.6343423;-2.1594504
12.5981194;11.5214725;4.9763808;-1.370286;-0.0421895;8.6092997;-2.1432072
12.6981045;11.6194965;4.9960874;-1.3745265;-0.0426328;8.5843733;-2.1271576
12.7980895;11.7176031;5.0153758;-1.3788113;-0.0430769;8.5595617;-2.1113319
12.8980746;11.8157924;5.0342417;-1.3831406;-0.0435214;8.5348634;-2.0956935
12.9980597;11.9140622;5.05268;-1.3875143;-0.0439668;8.5102771;-2.0802466
13.0980448;12.0124129;5.0706862;-1.3919326;-0.044413;8.4858017;-2.0649785
13.1980298;12.1108418;5.0882554;-1.3963956;-0.0448601;8.4614358;-2.0499523
13.2980149;12.2093492;5.105383;-1.4009033;-0.0453073;8.4371776;-2.0351023
13.398;12.3079325;5.1220641;-1.4054557;-0.0457553;8.413026;-2.0203693
13.497985;12.4065919;5.1382942;-1.4100531;-0.0462052;8.3889805;-2.0057989
13.5979701;12.5053243;5.1540682;-1.4146954;-0.0466561;8.3650399;-1.9914957
13.6979552;12.6041301;5.1693815;-1.4193829;-0.0471066;8.3412022;-1.9773568
13.7979403;12.7030061;5.1842292;-1.4241154;-0.0475581;8.317466;-1.9635341
13.8979253;12.8019524;5.1986066;-1.428893;-0.0480085;8.2938286;-1.949873
13.9979104;12.9009657;5.2125089;-1.4337157;-0.0484598;8.2702888;-1.934194
14.0978955;13.0000461;5.2259313;-1.4385851;-0.048944;8.2468719;-1.9185701
14.1978806;13.0991901;5.2388685;-1.443503;-0.0494308;8.2235782;-1.902281
14.2978656;13.1983977;5.2513157;-1.4484704;-0.0499307;8.200417;-1.8861011
14.3978507;13.2976654;5.2632673;-1.4534877;-0.0504325;8.1773881;-1.8702244
14.4978358;13.3969929;5.2747184;-1.4585553;-0.0509332;8.1544887;-1.8544904
14.5978209;13.4963766;5.2856634;-1.4636729;-0.0514351;8.1317184;-1.8388696
14.6978059;13.5958161;5.2960972;-1.4688408;-0.0519387;8.1090767;-1.823371
14.797791;13.6953076;5.3060143;-1.4740591;-0.0524437;8.0865632;-1.8080038
14.8977761;13.7948506;5.3154098;-1.4793281;-0.0529501;8.0641775;-1.7927511
14.9977612;13.894441;5.324278;-1.4846476;-0.053458;8.041919;-1.7776316
15.0977462;13.9940784;5.3326139;-1.4900181;-0.0539672;8.0197873;-1.7626167
15.1977313;14.0937583;5.3404119;-1.4954395;-0.054478;7.997782;-1.7477233
15.2977164;14.1934802;5.347667;-1.5009121;-0.0549902;7.9759028;-1.7329239
15.3977015;14.2932394;5.3543735;-1.506436;-0.0555041;7.9541494;-1.7182446
15.4976865;14.3930354;5.3605265;-1.5120113;-0.0560194;7.9325213;-1.7036492
15.5976716;14.4928632;5.3661202;-1.5176382;-0.0565365;7.9110186;-1.6891575
15.6976567;14.5927222;5.3711497;-1.523317;-0.0570551;7.8896409;-1.6747383
15.7976418;14.692607;5.3756094;-1.5290476;-0.0575757;7.8683884;-1.6604339
15.8976268;14.7925171;5.379494;-1.5348304;-0.0580976;7.8472606;-1.6461923
15.9976119;14.8924468;5.3827981;-1.5406655;-0.0586216;7.8262577;-1.6320141
16.097597;14.9923955;5.3855165;-1.5465531;-0.0591476;7.8053799;-1.617884
16.1975821;15.0923571;5.3876438;-1.5524933;-0.0596759;7.7846276;-1.6038802
16.2975671;15.192331;5.3891746;-1.5584865;-0.0602052;7.7640002;-1.5899182
16.3975522;15.2923109;5.3901036;-1.5645326;-0.0607368;7.7434981;-1.5760008
16.4975373;15.3922961;5.3904254;-1.5706321;-0.0612706;7.7231218;-1.5621083
16.5975224;15.4922798;5.3901346;-1.576785;-0.0618069;7.7028719;-1.5480864
16.6975074;15.5922615;5.389226;-1.5829919;-0.0623484;7.6827511;-1.5340673
16.7974925;15.6922338;5.3876942;-1.5892529;-0.0628927;7.6627604;-1.5215637
16.8974776;15.7921963;5.3855337;-1.5955674;-0.0634142;7.6428809;-1.5091362
16.9974627;15.8921412;5.3827395;-1.601934;-0.0639373;7.6231127;-1.4974871
17.0974477;15.9920682;5.3793064;-1.6083524;-0.06445;7.6034462;-1.4858673
17.1974328;16.0919689;5.3752295;-1.6148221;-0.064965;7.5838819;-1.4741656
17.2974179;16.1918432;5.3705037;-1.6213437;-0.0654842;7.5644217;-1.4624414
17.397403;16.2916822;5.3651242;-1.6279171;-0.0660067;7.5450667;-1.4507418
17.497388;16.3914858;5.3590858;-1.6345431;-0.0665316;7.5258173;-1.4390161
17.5973731;16.4912446;5.3523838;-1.6412216;-0.0670597;7.5066748;-1.4272962
17.6973582;16.5909587;5.3450128;-1.6479531;-0.0675904;7.4876398;-1.4155379
17.7973433;16.6906182;5.3369684;-1.6547377;-0.0681246;7.4687137;-1.4037617
17.8973283;16.7902232;5.3282451;-1.6615761;-0.0686618;7.4498975;-1.3919348
17.9973134;16.8897632;5.3188384;-1.6684682;-0.0692025;7.4311929;-1.3800806
18.0972985;16.9892386;5.308743;-1.6754147;-0.0697465;7.412601;-1.3681636
18.1972835;17.0886382;5.2979544;-1.6824155;-0.0702941;7.3941234;-1.3562044
18.2972686;17.1879626;5.2864671;-1.6894715;-0.0708451;7.3757617;-1.3441692
18.3972537;17.2872;5.274277;-1.6965825;-0.0714;7.3575177;-1.332069
18.4972388;17.3863511;5.2613783;-1.7037495;-0.0719586;7.3393932;-1.3198789
18.5972238;17.4854034;5.247767;-1.7109722;-0.0725213;7.3213904;-1.3076216
18.6972089;17.5843579;5.2334373;-1.7182517;-0.0730876;7.3035109;-1.2952602
18.797194;17.6832015;5.2183854;-1.7255877;-0.0736583;7.2857572;-1.2827819
18.8971791;17.7819352;5.2026055;-1.7329813;-0.0742334;7.2681318;-1.270183
18.9971641;17.8805453;5.1860937;-1.7404323;-0.074813;7.2506373;-1.2574956
19.0971492;17.9790329;5.1688441;-1.7479418;-0.0753965;7.2332759;-1.2446728
19.1971343;18.0773839;5.1508533;-1.7555095;-0.0759847;7.2160503;-1.2316969
19.2971194;18.1755992;5.1321151;-1.7631366;-0.0765778;7.1989638;-1.2185662
19.3971044;18.2736642;5.1126262;-1.770823;-0.0771759;7.1820194;-1.2051609
19.4970895;18.37158;5.0923803;-1.7785698;-0.0777811;7.165222;-1.1915771
19.5970746;18.4693311;5.0713744;-1.786377;-0.0783916;7.1485752;-1.178915
19.6970597;18.566919;5.0496021;-1.7942449;-0.0789859;7.132067;-1.1661023
19.7970447;18.6643274;5.0270609;-1.802172;-0.0795849;7.1157005;-1.1536673
19.8970298;18.7615579;5.0037441;-1.8101592;-0.0801782;7.0994714;-1.1410473
19.9970149;18.8585937;4.9796498;-1.8182055;-0.0807767;7.0833833;-1.1281913
20.097;18.9554364;4.9547714;-1.8263123;-0.0813815;7.0674404;-1.1151283
20.196985;19.0520688;4.9291071;-1.8344795;-0.0819918;7.0516468;-1.1019001
20.2969701;19.1484923;4.9026501;-1.8427084;-0.0826068;7.0360056;-1.0884176
20.3969552;19.2446891;4.875399;-1.8509986;-0.083228;7.0205216;-1.0747796
20.4969403;19.3406608;4.8473469;-1.8593516;-0.0838535;7.0051981;-1.0608872
20.5969253;19.4363889;4.8184927;-1.867767;-0.0844852;6.9900396;-1.0467943
20.6969104;19.5318749;4.7888293;-1.8762463;-0.0851217;6.9750503;-1.0324183
20.7968955;19.6270998;4.7583559;-1.884789;-0.0857647;6.9602352;-1.0178142
20.8968806;19.7220651;4.7270654;-1.8933968;-0.086413;6.9455987;-1.0029042
20.9968656;19.8167513;4.6949574;-1.9020693;-0.087068;6.9311464;-0.9877368
21.0968507;19.9111596;4.6620244;-1.910808;-0.0877285;6.9168832;-0.9722366
21.1968358;20.0052702;4.6282665;-1.9196126;-0.088396;6.902815;-0.9564371
21.2968209;20.0990839;4.5936762;-1.9284847;-0.0890695;6.8889473;-0.9402778
21.3968059;20.1925807;4.5582539;-1.9374241;-0.0897503;6.8752868;-0.9237584
21.496791;20.285761;4.5219919;-1.9464323;-0.0904381;6.8618397;-0.9068461
21.5967761;20.3786044;4.4848909;-1.9555092;-0.0911334;6.8486131;-0.8895863
21.6967612;20.4711111;4.4469433;-1.9646565;-0.091835;6.8356134;-0.8719059
21.7967462;20.5632603;4.4081501;-1.9738738;-0.0925443;6.8228481;-0.853552
21.8967313;20.6550517;4.3685037;-1.9831631;-0.0932664;6.8103283;-0.834736
21.9967164;20.7464643;4.3280053;-1.9925245;-0.0939964;6.7980621;-0.8159606
22.0967015;20.8374972;4.2866473;-2.0019593;-0.0947235;6.7860505;-0.7966684
22.1966865;20.9281296;4.2444313;-2.0114667;-0.0954593;6.7743022;-0.7743235
22.2966716;21.0183594;4.2013499;-2.0210513;-0.096258;6.762864;-0.7513889
22.3966567;21.1081661;4.1574042;-2.0307157;-0.0970656;6.751746;-0.7253483
22.4966417;21.1975461;4.1125869;-2.0404644;-0.0979362;6.7409959;-0.698659
22.5966268;21.2864791;4.0668985;-2.0503003;-0.0988154;6.7306252;-0.6718125
22.6966119;21.37496;4.0203318;-2.0602243;-0.0996922;6.7206378;-0.6442205
22.796597;21.4629688;3.9728873;-2.0702361;-0.1005789;6.7110467;-0.6155083
22.896582;21.5504995;3.9245583;-2.0803378;-0.1014832;6.7018702;-0.5859903
22.9965671;21.637532;3.8753456;-2.09053;-0.1023975;6.6931221;-0.5555214
23.0965522;21.7240593;3.8252424;-2.1008146;-0.1033243;6.6848183;-0.5241417
23.1965373;21.8100612;3.7742499;-2.1111921;-0.104262;6.6769741;-0.4916988
23.2965223;21.8955299;3.7223619;-2.1216644;-0.1052132;6.6696071;-0.4582521
23.3965074;21.9804451;3.6695794;-2.132232;-0.1061758;6.6627338;-0.423619
23.4964925;22.064798;3.6158966;-2.1428969;-0.1071531;6.6563737;-0.3878683
23.5964776;22.1485682;3.561315;-2.1536598;-0.1081425;6.650545;-0.3509425
23.6964626;22.2317459;3.5058291;-2.1645226;-0.1091444;6.6452668;-0.3127712
23.7964477;22.3143107;3.4494404;-2.1754859;-0.1101594;6.6405591;-0.2728633
23.8964328;22.3962518;3.3921442;-2.1865521;-0.1111972;6.6364494;-0.2321364
23.9964179;22.4775484;3.3339421;-2.1977224;-0.1122361;6.6329511;-0.1995466
24.0964029;22.5581892;3.27483;-2.2089864;-0.1130759;6.6299425;-0.1697958
24.196388;22.6381543;3.2148117;-2.2203344;-0.1138377;6.6273813;-0.1697958
24.2963731;22.7174334;3.1538877;-2.2316899;-0.1133078;6.6248192;-0.1425432
24.3963582;22.7960171;3.0920697;-2.2429925;-0.1127509;6.6226675;-0.1147762
24.4963432;22.8738983;3.0293708;-2.2542181;-0.1117982;6.6209344;-0.070337
24.5963283;22.951076;2.9658036;-2.2653491;-0.1108495;6.6198722;-0.0271369
24.6963134;23.0275424;2.9013867;-2.2763819;-0.1098443;6.6194623;0.0175321
24.7962985;23.1032988;2.8361321;-2.2873153;-0.1088536;6.6197271;0.0605467
24.8962835;23.1783386;2.7700585;-2.2981486;-0.1078495;6.6206415;0.1031942
24.9962686;23.2526632;2.7031781;-2.3088824;-0.1068582;6.6221998;0.144361
25.0962537;23.3262673;2.6355091;-2.3195179;-0.1058885;6.6243791;0.1837177
25.1962388;23.3991527;2.5670628;-2.3300573;-0.1049299;6.6271514;0.2217844
25.2962238;23.4713142;2.4978574;-2.340501;-0.1039804;6.6304967;0.2587048
25.3962089;23.5427541;2.4279037;-2.3508506;-0.1030424;6.6343967;0.2944099
25.496194;23.6134677;2.3572195;-2.3611068;-0.1021163;6.6388322;0.3289328
25.5961791;23.6834578;2.2858152;-2.3712712;-0.1012007;6.6437843;0.3623788
25.6961641;23.7527199;2.2137082;-2.3813443;-0.1002954;6.6492356;0.3947888
25.7961492;23.8212573;2.1409083;-2.3913276;-0.0994003;6.6551695;0.4262113
25.8961343;23.8890659;2.0674329;-2.4012217;-0.0985153;6.6615696;0.456681
25.9961194;23.9561495;1.993291;-2.411028;-0.0976399;6.6684205;0.4862621
26.0961044;24.0225041;1.9185;-2.4207471;-0.0967739;6.6757075;0.5149833
26.1960895;24.0881339;1.8430681;-2.4303802;-0.0959171;6.6834162;0.5428908
26.2960746;24.1530353;1.7670127;-2.4399279;-0.0950694;6.691533;0.5700136
26.3960597;24.2172128;1.6903413;-2.4493916;-0.0942303;6.7000447;0.5964076
26.4960447;24.2806631;1.6130712;-2.4587714;-0.0934;6.708939;0.622078
26.5960298;24.3433911;1.5352093;-2.468069;-0.0925778;6.7182036;0.6470881
26.6960149;24.4053936;1.4567727;-2.4772845;-0.091763;6.7278272;0.6714892
26.796;24.4666759;1.377768;-2.4864192;-0.0909567;6.7377991;0.6952513
26.895985;24.5272352;1.2982119;-2.4954735;-0.090161;6.7481083;0.7183027
26.9959701;24.5870769;1.2181103;-2.5044489;-0.089371;6.7587428;0.7408831
27.0959552;24.6461983;1.1374801;-2.5133451;-0.088584;6.7696942;0.763141
27.1959402;24.7046054;1.0563264;-2.5221633;-0.0878043;6.780956;0.7848814
27.2959253;24.7622958;0.9746659;-2.5309035;-0.0870313;6.7925192;0.8061581
27.3959104;24.8192754;0.8925038;-2.5395672;-0.0862721;6.8043754;0.8266567
27.4958955;24.875542;0.8098561;-2.5481571;-0.0855562;6.8165117;0.845018
27.5958805;24.9311017;0.726727;-2.5566761;-0.0848502;6.8288952;0.862833
27.6958656;24.985952;0.6431328;-2.565126;-0.0841781;6.8415167;0.8789867
27.7958507;25.040099;0.5590765;-2.5735094;-0.0835116;6.8543506;0.8948224
27.8958358;25.0935401;0.4745743;-2.5818259;-0.0828469;6.8673911;0.9105346
27.9958208;25.1462815;0.3896291;-2.5900765;-0.0821886;6.8806351;0.9259111
28.0958059;25.198321;0.3042566;-2.5982613;-0.0815361;6.8940768;0.9409912
28.195791;25.2496648;0.2184594;-2.6063815;-0.0808889;6.9077105;0.9558032
28.2957761;25.300311;0.1322531;-2.614437;-0.0802489;6.9215314;0.9702675
28.3957611;25.3502659;0.0456398;-2.622429;-0.0796141;6.9355332;0.9844791
28.4957462;25.3995279;-0.041365;-2.6303575;-0.0789833;6.9497113;0.9985116
28.5957313;25.4481031;-0.1287595;-2.6382235;-0.0783577;6.964062;1.0123081
28.6957164;25.4959902;-0.2165285;-2.6460269;-0.0777369;6.9785809;1.0258976
28.7957014;25.5431956;-0.3046705;-2.6537687;-0.0771209;6.9932639;1.0392824
28.8956865;25.5897181;-0.3931705;-2.6614489;-0.0765092;7.0081071;1.0524964
28.9956716;25.635564;-0.4820271;-2.6690685;-0.0759021;7.0231071;1.0655248
29.0956567;25.6807326;-0.5712258;-2.6766272;-0.0752985;7.0382602;1.0784292
29.1956417;25.7252299;-0.6607652;-2.6841261;-0.0746994;7.0535637;1.0911609
29.2956268;25.7690557;-0.7506313;-2.691565;-0.0741044;7.0690141;1.103755
29.3956119;25.812216;-0.8408229;-2.6989449;-0.0735135;7.0846085;1.116202
29.495597;25.8547107;-0.9313261;-2.7062656;-0.0729259;7.100344;1.1285532
29.595582;25.8965458;-1.0221399;-2.713528;-0.0723422;7.1162182;1.1407832
29.6955671;25.9377216;-1.1132508;-2.7207319;-0.0717601;7.1322286;1.1530063
29.7955522;25.9782439;-1.2046578;-2.7278781;-0.0711832;7.148374;1.1650504
29.8955373;26.0181134;-1.296348;-2.7349667;-0.0706146;7.1646512;1.1767542
29.9955223;26.0573357;-1.3883203;-2.741999;-0.070048;7.1810544;1.1884462
30.0955074;26.0959118;-1.4805622;-2.748974;-0.0694768;7.1975827;1.2004686
30.1954925;26.1338473;-1.5730726;-2.7558923;-0.0689028;7.2142397;1.2127377
30.2954776;26.1711435;-1.6658395;-2.7627514;-0.0683019;7.231028;1.2265119
30.3954626;26.2078063;-1.7588615;-2.7695508;-0.0677013;7.2479674;1.2403627
30.4954477;26.2438377;-1.852127;-2.7762892;-0.0670896;7.2650579;1.2548954
30.5954328;26.2792436;-1.9456346;-2.7829668;-0.0664822;7.2823079;1.2693041
30.6954179;26.3140262;-2.0393731;-2.7895839;-0.0658817;7.2997145;1.2834471
30.7954029;26.3481915;-2.133341;-2.7961413;-0.0652845;7.3172729;1.2975194
30.895388;26.3817418;-2.2275276;-2.802639;-0.0646905;7.3349811;1.311537
30.9953731;26.414683;-2.3219315;-2.8090776;-0.0640994;7.3528373;1.3255143
31.0953582;26.4470178;-2.4165424;-2.815457;-0.0635106;7.3708398;1.3394893
31.1953432;26.4787518;-2.5113589;-2.8217779;-0.0629247;7.3889876;1.3534284
31.2953283;26.509888;-2.606371;-2.8280402;-0.0623419;7.407279;1.3673296
31.3953134;26.540432;-2.7015775;-2.8342445;-0.0617618;7.4257126;1.3812132
31.4952984;26.5703869;-2.7969686;-2.8403908;-0.0611841;7.444287;1.3951001
